id,created_at,kind,case_type,severity,status,pickup_zone_id,pickup_name,pickup_ref,pickup_lat,pickup_lng,hospital_id,assigned_vehicle_id,assigned_driver_id,distance_km,eta_to_pickup_min,eta_min,patients_count,event_tag,source,synthetic
SIM-002827,2023-09-28T03:04:58.311Z,medical,General,Normal,COMPLETED,zone-bistupur,Jubilee Green Gardens,loc-jubilee-green-gardens,22.7994,86.1886,hosp-jubilee-care-hospital,sim-veh-bistupur-amb-3,sim-drv-bistupur-3,1.35,2,2.3,1,,SIM_SEED,True
SIM-006620,2024-08-30T08:36:14.397Z,medical,Maternity,Normal,COMPLETED,zone-kadma,Mill Workers Welfare Colony,loc-mill-workers-welfare-colony,22.7854,86.1605,hosp-tata-steel-advanced-multi-spec,sim-veh-kadma-amb-4,sim-drv-kadma-4,3.22,5,3.1,1,,SIM_SEED,True
SIM-004505,2023-01-03T18:41:10.133Z,medical,General,Normal,CANCELLED,zone-bistupur,Tata Steel Gymkhana,loc-gymkhana,22.8026,86.1861,hosp-township-maternity-clinic,sim-veh-bistupur-amb-1,sim-drv-bistupur-1,1.27,1.9,2,1,,SIM_SEED,True
SIM-000964,2024-05-03T18:03:44.224Z,medical,Trauma,Urgent,COMPLETED,zone-kadma,Sonari Blood Bank,loc-sonari-blood-bank,22.8,86.156,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-5,sim-drv-kadma-5,3.73,3.2,6.7,1,,SIM_SEED,True
SIM-005026,2026-02-09T18:16:30.752Z,medical,Cardiac,Urgent,COMPLETED,zone-bistupur,Russi Modi Centre,loc-russi,22.7991,86.1901,hosp-tata-steel-advanced-multi-spec,sim-veh-bistupur-amb-2,sim-drv-bistupur-2,2.4,2.5,3.9,1,,SIM_SEED,True
SIM-005475,2024-09-19T21:24:15.969Z,medical,Pediatric,Urgent,CANCELLED,zone-kadma,Little Steel Foundation School,loc-little-steel-foundation-school,22.7936,86.1737,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-1,sim-drv-kadma-1,1.06,2.1,2.1,1,,SIM_SEED,True
SIM-003745,2025-11-03T17:13:31.774Z,medical,Trauma,Critical,COMPLETED,zone-sonari,Sonari Quarters,loc-sonari,22.786,86.164,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-1,sim-drv-sonari-1,2.21,1.7,4.2,1,,SIM_SEED,True
SIM-007163,2025-04-22T18:58:25.481Z,medical,General,Urgent,COMPLETED,zone-sakchi,DBMS College,loc-dbms,22.8114,86.2147,hosp-subarnarekha-super-speciality-,sim-veh-sakchi-amb-5,sim-drv-sakchi-5,5.4,14.3,12.1,1,,SIM_SEED,True
SIM-003757,2022-01-07T03:54:26.989Z,medical,Respiratory,Urgent,COMPLETED,zone-kadma,Sonari Aerodrome,loc-aerodrome,22.8123,86.1689,hosp-tata-steel-advanced-multi-spec,sim-veh-kadma-amb-3,sim-drv-kadma-3,4.6,5.9,11.1,1,COVID_OMICRON_WAVE_2022,SIM_SEED,True
SIM-000287,2026-03-24T02:51:46.591Z,medical,General,Urgent,COMPLETED,zone-sonari,Sonari Quarters,loc-sonari,22.786,86.164,hosp-subarnarekha-skin-and-wellness,sim-veh-sonari-amb-3,sim-drv-sonari-3,0.27,0.1,0.4,1,,SIM_SEED,True
SIM-005514,2025-05-12T15:04:03.532Z,medical,General,Urgent,COMPLETED,zone-kadma,Annapurna Community Mess,loc-annapurna-community-mess,22.7884,86.1643,hosp-sakchi-community-hospital,sim-veh-kadma-amb-1,sim-drv-kadma-1,5.47,10.4,5.4,1,,SIM_SEED,True
SIM-009584,2023-11-16T11:54:14.912Z,medical,Pediatric,Urgent,COMPLETED,zone-kadma,Annapurna Community Mess,loc-annapurna-community-mess,22.7897,86.1661,hosp-jubilee-care-hospital,sim-veh-kadma-amb-1,sim-drv-kadma-1,2.47,4,2.7,1,DIWALI_FIRE_SEASON,SIM_SEED,True
SIM-000484,2021-09-27T03:02:01.271Z,medical,General,Normal,COMPLETED,zone-kadma,Township Central Super Bazaar,loc-township-central-super-bazaar,22.796,86.1713,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-5,sim-drv-kadma-5,1.58,2.1,2.7,4,,SIM_SEED,True
SIM-002290,2025-09-08T13:48:29.893Z,medical,Cardiac,Normal,COMPLETED,zone-kadma,Millennium Eco Garden,loc-millennium-eco-garden,22.7972,86.1701,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-1,sim-drv-kadma-1,1.38,1.8,3,1,,SIM_SEED,True
SIM-007849,2024-07-21T12:16:34.919Z,medical,Trauma,Critical,COMPLETED,zone-kadma,Annapurna Community Mess,loc-annapurna-community-mess,22.7935,86.171,hosp-foundry-area-medical-centre,sim-veh-kadma-amb-1,sim-drv-kadma-1,4.72,9.6,8,1,,SIM_SEED,True
SIM-004699,2025-10-10T12:06:49.413Z,medical,General,Normal,COMPLETED,zone-sonari,XLRI Jamshedpur,loc-xlri,22.7783,86.1442,hosp-jrd-family-health-clinic,sim-veh-sonari-amb-5,sim-drv-sonari-5,7.88,9.2,12.7,3,,SIM_SEED,True
SIM-001763,2025-01-14T15:12:17.571Z,fire,,Normal,COMPLETED,zone-factory,Steel City Meat and Poultry Market,loc-steel-city-meat-and-poultry-ma,22.768,86.2122,,sim-veh-factory-fire-6,sim-drv-factory-6,1.37,2.8,2.8,1,INDUSTRIAL_FIRE_RISK,SIM_SEED,True
SIM-003727,2022-06-30T22:16:36.577Z,medical,Trauma,Urgent,COMPLETED,zone-kadma,Iron Valley Student Residence,loc-iron-valley-student-residence,22.7936,86.1737,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-3,sim-drv-kadma-3,0.5,0.9,0.9,2,MONSOON_ROAD_TRAUMA,SIM_SEED,True
SIM-004494,2025-07-12T22:10:41.061Z,medical,Trauma,Normal,COMPLETED,zone-sonari,Subarnarekha Riverside Quarters,loc-subarnarekha-riverside-quarter,22.7818,86.1694,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-5,sim-drv-sonari-5,5.48,7.3,9.8,1,MONSOON_ROAD_TRAUMA,SIM_SEED,True
SIM-003408,2024-08-31T19:32:14.745Z,medical,Trauma,Urgent,COMPLETED,zone-bistupur,JRD Tata Memorial High School,loc-jrd-tata-memorial-high-school,22.797,86.191,hosp-tata-steel-advanced-multi-spec,sim-veh-bistupur-amb-4,sim-drv-bistupur-4,1.89,1.5,3.6,1,MONSOON_ROAD_TRAUMA,SIM_SEED,True
SIM-000714,2023-12-10T05:48:43.944Z,medical,General,Critical,COMPLETED,zone-bistupur,Jamsetji Tata Scholars Residence,loc-jamsetji-tata-scholars-residen,22.7958,86.1802,hosp-subarnarekha-super-speciality-,sim-veh-bistupur-amb-5,sim-drv-bistupur-5,2.44,3.6,5.1,1,,SIM_SEED,True
SIM-005446,2025-11-03T17:13:31.774Z,medical,Trauma,Critical,COMPLETED,zone-sonari,Sonari Quarters,loc-sonari,22.786,86.164,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-2,sim-drv-sonari-2,2.21,1.7,4.2,1,,SIM_SEED,True
SIM-004145,2023-01-01T22:13:40.687Z,fire,,Urgent,COMPLETED,zone-sonari,Subarnarekha Riverfront Park,loc-subarnarekha-riverfront-park,22.7806,86.1586,,sim-veh-sonari-fire-1,sim-drv-sonari-1,3,4.8,4.8,1,NEW_YEAR_EVE,SIM_SEED,True
SIM-005247,2023-07-28T18:14:51.488Z,medical,Trauma,Normal,COMPLETED,zone-bistupur,JRD Tata Memorial High School,loc-jrd-tata-memorial-high-school,22.797,86.191,hosp-tata-steel-advanced-multi-spec,sim-veh-bistupur-amb-3,sim-drv-bistupur-3,3.16,4.3,6.5,1,MONSOON_ROAD_TRAUMA,SIM_SEED,True
SIM-010048,2023-05-29T09:02:41.114Z,medical,General,Urgent,COMPLETED,zone-bistupur,Tata Steel Gymkhana,loc-gymkhana,22.7936,86.1757,hosp-steel-city-general-hospital,sim-veh-bistupur-amb-2,sim-drv-bistupur-2,5.39,15,12.7,1,,SIM_SEED,True
SIM-008332,2026-06-24T21:31:19.050Z,blood,,Urgent,COMPLETED,zone-sonari,Sonari Quarters,loc-sonari,22.7849,86.1626,,sim-veh-sonari-amb-1,sim-drv-sonari-1,2.28,5.1,3.1,1,,SIM_SEED,True
SIM-002422,2023-09-09T19:51:21.250Z,medical,Trauma,Urgent,COMPLETED,zone-bistupur,Beldih Club (Banquet),loc-beldih,22.8016,86.1902,hosp-tata-steel-advanced-multi-spec,sim-veh-bistupur-amb-3,sim-drv-bistupur-3,1.35,1.2,2.6,1,MONSOON_ROAD_TRAUMA,SIM_SEED,True
SIM-006253,2023-11-02T09:24:31.045Z,fire,,Urgent,COMPLETED,zone-bistupur,Bistupur Quarters,loc-bistupur,22.7949,86.1773,,sim-veh-bistupur-fire-3,sim-drv-bistupur-3,4.38,11.7,8.4,1,,SIM_SEED,True
SIM-006425,2026-05-19T06:15:47.352Z,medical,Respiratory,Normal,COMPLETED,zone-factory,Blue Furnace Township Residency,loc-blue-furnace-township-residency,22.7704,86.2073,hosp-sakchi-community-hospital,sim-veh-factory-amb-3,sim-drv-factory-3,3.91,7.8,3.2,1,,SIM_SEED,True
SIM-003209,2024-03-15T13:43:16.060Z,medical,General,Normal,COMPLETED,zone-sakchi,Sakchi Market,loc-sakchimkt,22.8057,86.2043,hosp-millennium-women-s-care-clinic,sim-veh-sakchi-amb-5,sim-drv-sakchi-5,1.5,2.7,3.1,1,,SIM_SEED,True
SIM-004816,2025-09-15T07:02:23.033Z,medical,Trauma,Critical,COMPLETED,zone-sonari,JRD Tata Sports Complex,loc-jrd,22.7746,86.1496,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-2,sim-drv-sonari-2,10.24,14.5,21.3,1,MONSOON_ROAD_TRAUMA,SIM_SEED,True
SIM-006433,2024-10-20T10:34:08.708Z,medical,Trauma,Urgent,COMPLETED,zone-bistupur,Tata Steel Gymkhana,loc-gymkhana,22.7931,86.175,hosp-subarnarekha-super-speciality-,sim-veh-bistupur-amb-5,sim-drv-bistupur-5,0.88,2,0.8,1,,SIM_SEED,True
SIM-007801,2025-06-08T08:38:02.510Z,medical,Maternity,Normal,COMPLETED,zone-kadma,Annapurna Community Mess,loc-annapurna-community-mess,22.7872,86.1628,hosp-jubilee-care-hospital,sim-veh-kadma-amb-2,sim-drv-kadma-2,3.2,5.6,2.6,1,,SIM_SEED,True
SIM-005142,2022-04-02T13:26:38.178Z,medical,Cardiac,Urgent,COMPLETED,zone-kadma,Sonari Blood Bank,loc-sonari-blood-bank,22.8,86.156,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-3,sim-drv-kadma-3,4.61,4.9,8.5,1,,SIM_SEED,True
SIM-008508,2025-07-05T06:33:23.054Z,medical,Pediatric,Normal,COMPLETED,zone-factory,Blue Furnace Township Residency,loc-blue-furnace-township-residency,22.7706,86.2075,hosp-iron-valley-children-s-clinic,sim-veh-factory-amb-1,sim-drv-factory-1,5.88,9.9,8.4,1,,SIM_SEED,True
SIM-003583,2024-06-28T11:55:08.892Z,medical,Pediatric,Critical,COMPLETED,zone-bistupur,Bistupur Quarters,loc-bistupur,22.8012,86.1856,hosp-tata-steel-advanced-multi-spec,sim-veh-bistupur-amb-4,sim-drv-bistupur-4,1.05,1.4,2.2,1,,SIM_SEED,True
SIM-006258,2023-10-28T07:23:49.692Z,fire,,Urgent,COMPLETED,zone-factory,Blue Furnace Township Residency,loc-blue-furnace-township-residency,22.7737,86.2115,,sim-veh-factory-fire-4,sim-drv-factory-4,4.45,14.4,7.5,1,DIWALI_FIRE_SEASON,SIM_SEED,True
SIM-001425,2024-08-17T09:14:01.715Z,medical,Pediatric,Urgent,COMPLETED,zone-sakchi,Sakchi Quarters,loc-sakchi,22.8045,86.2057,hosp-sakchi-community-hospital,sim-veh-sakchi-amb-1,sim-drv-sakchi-1,2.12,2.7,4.1,1,,SIM_SEED,True
SIM-009981,2025-10-31T22:07:55.003Z,medical,Maternity,Urgent,COMPLETED,zone-sonari,Sonari Quarters,loc-sonari,22.7871,86.1655,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-5,sim-drv-sonari-5,2.09,4.5,2.4,1,DIWALI_FIRE_SEASON,SIM_SEED,True
SIM-005596,2023-04-12T07:24:55.487Z,medical,Cardiac,Critical,COMPLETED,zone-factory,Fuel Station Depot,loc-fuel,22.7707,86.2076,hosp-tata-steel-advanced-multi-spec,sim-veh-factory-amb-5,sim-drv-factory-5,4.82,15.3,9.1,1,,SIM_SEED,True
SIM-005421,2023-05-27T03:05:27.557Z,medical,Cardiac,Normal,COMPLETED,zone-bistupur,Steel Mart Township Store,loc-steel-mart-township-store,22.8066,86.1814,hosp-tata-steel-advanced-multi-spec,sim-veh-bistupur-amb-2,sim-drv-bistupur-2,1.67,2.6,3.3,1,,SIM_SEED,True
SIM-006528,2025-05-29T06:25:27.295Z,medical,Pediatric,Urgent,COMPLETED,zone-factory,Central Workshop,loc-workshop,22.7789,86.2183,hosp-sakchi-community-hospital,sim-veh-factory-amb-2,sim-drv-factory-2,3.39,8.3,5.5,1,,SIM_SEED,True
SIM-008199,2024-04-16T18:04:33.306Z,medical,Maternity,Critical,COMPLETED,zone-sakchi,Sakchi Heritage Quarters,loc-sakchi-heritage-quarters,22.8104,86.2134,hosp-township-maternity-clinic,sim-veh-sakchi-amb-1,sim-drv-sakchi-1,3.33,6.9,3.2,1,,SIM_SEED,True
SIM-006573,2023-03-05T18:19:52.581Z,medical,General,Normal,COMPLETED,zone-sakchi,Sakchi Market,loc-sakchimkt,22.7995,86.1992,hosp-township-maternity-clinic,sim-veh-sakchi-amb-3,sim-drv-sakchi-3,2.71,5.8,2.6,1,,SIM_SEED,True
SIM-008467,2023-10-31T13:45:37.850Z,fire,,Normal,COMPLETED,zone-sonari,Sonari Quarters,loc-sonari,22.7867,86.1649,,sim-veh-sonari-fire-5,sim-drv-sonari-5,3.82,8.9,5.4,1,,SIM_SEED,True
SIM-008497,2025-07-03T16:02:25.574Z,medical,Trauma,Critical,COMPLETED,zone-kadma,Annapurna Community Mess,loc-annapurna-community-mess,22.7876,86.1634,hosp-steel-city-general-hospital,sim-veh-kadma-amb-1,sim-drv-kadma-1,5.24,10.5,9,1,,SIM_SEED,True
SIM-007086,2023-07-19T22:58:52.796Z,fire,,Critical,COMPLETED,zone-sonari,Sonari Quarters,loc-sonari,22.7932,86.1733,,sim-veh-sonari-fire-1,sim-drv-sonari-1,5.04,11.5,7.5,1,,SIM_SEED,True
SIM-001502,2025-05-15T23:45:36.948Z,medical,Cardiac,Normal,COMPLETED,zone-bistupur,Jubilee Green Gardens,loc-jubilee-green-gardens,22.7994,86.1886,hosp-tata-steel-advanced-multi-spec,sim-veh-bistupur-amb-3,sim-drv-bistupur-3,2.2,2.4,3.6,2,,SIM_SEED,True
SIM-008776,2024-09-13T08:01:32.214Z,blood,,Normal,COMPLETED,zone-bistupur,JRD Tata Memorial Hostel,loc-jrd-tata-memorial-hostel,22.809,86.1957,,sim-veh-bistupur-amb-1,sim-drv-bistupur-1,4.8,10.2,5.3,1,,SIM_SEED,True
SIM-009921,2024-08-02T12:41:49.273Z,medical,Cardiac,Critical,COMPLETED,zone-kadma,Annapurna Community Mess,loc-annapurna-community-mess,22.7997,86.1791,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-4,sim-drv-kadma-4,2.31,7.2,5.2,1,,SIM_SEED,True
SIM-000980,2021-08-25T22:45:25.099Z,fire,,Normal,COMPLETED,zone-factory,Tata Township Energy Center,loc-tata-township-energy-center,22.774,86.2062,,sim-veh-factory-fire-3,sim-drv-factory-3,1.79,3.7,3.7,1,INDUSTRIAL_FIRE_RISK,SIM_SEED,True
SIM-008983,2024-02-29T09:01:07.879Z,medical,Respiratory,Urgent,COMPLETED,zone-sakchi,Sakchi Market,loc-sakchimkt,22.8024,86.203,hosp-foundry-area-medical-centre,sim-veh-sakchi-amb-3,sim-drv-sakchi-3,4.86,11.1,7.1,1,,SIM_SEED,True
SIM-010998,2024-01-08T04:20:08.331Z,medical,Cardiac,Urgent,COMPLETED,zone-bistupur,Keenan Stadium,loc-keenan,22.7961,86.1789,hosp-tata-steel-advanced-multi-spec,sim-veh-bistupur-amb-4,sim-drv-bistupur-4,1.19,2.6,1.6,1,,SIM_SEED,True
SIM-006692,2024-07-19T23:04:12.289Z,fire,,Normal,COMPLETED,zone-sonari,Subarnarekha Riverside Quarters,loc-subarnarekha-riverside-quarters,22.7776,86.153,,sim-veh-sonari-fire-3,sim-drv-sonari-3,4.8,12.5,5.5,1,,SIM_SEED,True
SIM-003956,2022-03-24T16:24:37.342Z,medical,General,Urgent,COMPLETED,zone-sonari,Subarnarekha Riverfront Park,loc-subarnarekha-riverfront-park,22.7806,86.1586,hosp-subarnarekha-skin-and-wellness,sim-veh-sonari-amb-2,sim-drv-sonari-2,5.56,9.3,11.1,1,,SIM_SEED,True
SIM-000183,2026-01-11T12:15:14.080Z,medical,General,Critical,COMPLETED,zone-bistupur,JRD Tata Memorial High School,loc-jrd-tata-memorial-high-school,22.797,86.191,hosp-jubilee-care-hospital,sim-veh-bistupur-amb-4,sim-drv-bistupur-4,2.31,3.8,4.1,1,,SIM_SEED,True
SIM-009830,2024-01-30T08:39:19.028Z,medical,Cardiac,Urgent,COMPLETED,zone-factory,Factory Main Gate,loc-gate,22.776,86.2145,hosp-subarnarekha-super-speciality-,sim-veh-factory-amb-5,sim-drv-factory-5,6.01,18.5,15.3,1,,SIM_SEED,True
SIM-010595,2026-05-25T09:34:04.642Z,medical,General,Urgent,COMPLETED,zone-bistupur,Keenan Stadium,loc-keenan,22.7952,86.1778,hosp-subarnarekha-super-speciality-,sim-veh-bistupur-amb-4,sim-drv-bistupur-4,1.86,5.6,4.9,1,,SIM_SEED,True
SIM-001211,2023-08-02T22:59:11.491Z,blood,,Normal,COMPLETED,zone-bistupur,Bistupur Quarters,loc-bistupur,22.8012,86.1856,hosp-township-maternity-clinic,sim-veh-bistupur-amb-2,sim-drv-bistupur-2,1.12,1.7,1.8,1,,SIM_SEED,True
SIM-002356,2026-02-11T22:54:14.691Z,medical,Trauma,Urgent,COMPLETED,zone-sakchi,Sakchi Blood Bank,loc-sakchi-blood-bank,22.798,86.203,hosp-sakchi-community-hospital,sim-veh-sakchi-amb-2,sim-drv-sakchi-2,1.69,1.3,2.7,1,,SIM_SEED,True
SIM-010525,2025-03-12T10:47:09.967Z,medical,Maternity,Urgent,COMPLETED,zone-factory,Blue Furnace Township Residency,loc-blue-furnace-township-residency,22.7704,86.2072,hosp-subarnarekha-super-speciality-,sim-veh-factory-amb-1,sim-drv-factory-1,4.82,8.6,6.1,1,,SIM_SEED,True
SIM-007885,2026-01-03T13:19:24.963Z,blood,,Urgent,COMPLETED,zone-kadma,Mill Workers Welfare Colony,loc-mill-workers-welfare-colony,22.7984,86.1773,,sim-veh-kadma-amb-4,sim-drv-kadma-4,1.83,4.1,2.4,1,,SIM_SEED,True
SIM-005738,2023-12-07T00:37:53.825Z,blood,,Normal,COMPLETED,zone-sonari,Sonari Quarters,loc-sonari,22.7816,86.1583,,sim-veh-sonari-amb-4,sim-drv-sonari-4,4.14,9.8,8.5,1,,SIM_SEED,True
SIM-004357,2025-09-28T18:52:40.313Z,medical,General,Urgent,COMPLETED,zone-sonari,Subarnarekha Riverside Quarters,loc-subarnarekha-riverside-quarter,22.7818,86.1694,hosp-subarnarekha-skin-and-wellness,sim-veh-sonari-amb-3,sim-drv-sonari-3,4.74,7,7.9,1,,SIM_SEED,True
SIM-001415,2024-01-03T04:05:26.461Z,medical,Maternity,Normal,COMPLETED,zone-kadma,Iron Valley Student Residence,loc-iron-valley-student-residence,22.7936,86.1737,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-1,sim-drv-kadma-1,1.01,2.1,2.1,1,,SIM_SEED,True
SIM-002233,2025-11-04T21:17:42.970Z,medical,Cardiac,Critical,COMPLETED,zone-sonari,Subarnarekha Riverside Quarters,loc-subarnarekha-riverside-quarter,22.7818,86.1694,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-4,sim-drv-sonari-4,3.03,2.8,5.2,1,,SIM_SEED,True
SIM-002184,2024-07-28T15:36:00.300Z,medical,Trauma,Urgent,COMPLETED,zone-factory,Blue Furnace Township Residency,loc-blue-furnace-township-residenc,22.7764,86.2038,hosp-steel-city-general-hospital,sim-veh-factory-amb-1,sim-drv-factory-1,1.82,3,3.3,1,MONSOON_ROAD_TRAUMA,SIM_SEED,True
SIM-001028,2022-06-07T22:04:52.181Z,medical,General,Critical,COMPLETED,zone-sonari,Telco Colony,loc-telco,22.7847,86.1301,hosp-jrd-family-health-clinic,sim-veh-sonari-amb-4,sim-drv-sonari-4,13.16,21.4,28.1,1,,SIM_SEED,True
SIM-001133,2025-12-24T18:28:07.998Z,medical,General,Normal,COMPLETED,zone-sonari,Subarnarekha Riverside Quarters,loc-subarnarekha-riverside-quarter,22.7818,86.1694,hosp-subarnarekha-skin-and-wellness,sim-veh-sonari-amb-4,sim-drv-sonari-4,2.27,3.1,4.1,1,,SIM_SEED,True
SIM-006340,2023-03-05T07:25:42.647Z,fire,,Normal,COMPLETED,zone-factory,Burma Mines,loc-burma,22.7649,86.2001,,sim-veh-factory-fire-1,sim-drv-factory-1,5.64,17.5,12.6,1,,SIM_SEED,True
SIM-002020,2022-08-09T08:31:17.893Z,medical,General,Normal,COMPLETED,zone-kadma,Little Steel Foundation School,loc-little-steel-foundation-school,22.7936,86.1737,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-1,sim-drv-kadma-1,1.12,1.8,1.8,1,,SIM_SEED,True
SIM-007439,2025-07-03T16:02:25.574Z,medical,Trauma,Critical,COMPLETED,zone-kadma,Annapurna Community Mess,loc-annapurna-community-mess,22.7876,86.1634,hosp-steel-city-general-hospital,sim-veh-kadma-amb-1,sim-drv-kadma-1,5.24,10.5,9,1,,SIM_SEED,True
SIM-001623,2025-06-10T21:13:21.579Z,medical,Maternity,Normal,COMPLETED,zone-bistupur,Jubilee Grand Marriage Hall,loc-jubilee-grand-marriage-hall,22.7982,86.1898,hosp-jubilee-care-hospital,sim-veh-bistupur-amb-4,sim-drv-bistupur-4,1.22,2.3,2.3,1,,SIM_SEED,True
SIM-000338,2024-02-06T17:37:29.770Z,medical,Pediatric,Normal,COMPLETED,zone-bistupur,JRD Tata Memorial Hostel,loc-jrd-tata-memorial-hostel,22.7994,86.1886,hosp-jubilee-care-hospital,sim-veh-bistupur-amb-4,sim-drv-bistupur-4,1.14,1.8,2.1,1,,SIM_SEED,True
SIM-005095,2023-09-28T03:04:58.311Z,medical,General,Normal,COMPLETED,zone-bistupur,Jubilee Green Gardens,loc-jubilee-green-gardens,22.7994,86.1886,hosp-jubilee-care-hospital,sim-veh-bistupur-amb-1,sim-drv-bistupur-1,1.35,2,2.3,1,,SIM_SEED,True
SIM-002282,2022-08-15T13:50:58.781Z,medical,General,Critical,COMPLETED,zone-bistupur,Jamsetji Tata Scholars Residence,loc-jamsetji-tata-scholars-residen,22.7958,86.1802,hosp-subarnarekha-super-speciality-,sim-veh-bistupur-amb-3,sim-drv-bistupur-3,1.92,2,3.2,2,,SIM_SEED,True
SIM-010196,2023-06-16T08:56:40.600Z,medical,Cardiac,Urgent,COMPLETED,zone-bistupur,Tata Steel Gymkhana,loc-gymkhana,22.8065,86.1924,hosp-subarnarekha-super-speciality-,sim-veh-bistupur-amb-5,sim-drv-bistupur-5,2.94,9.6,6.2,1,,SIM_SEED,True
SIM-006537,2024-04-26T15:23:51.430Z,medical,Cardiac,Normal,COMPLETED,zone-sonari,Sonari Aerodrome,loc-aerodrome,22.7808,86.1572,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-5,sim-drv-sonari-5,2.48,5.6,4.2,1,,SIM_SEED,True
SIM-000996,2026-01-06T21:44:40.244Z,fire,,Critical,CANCELLED,zone-factory,Blast Furnace Energy Station,loc-blast-furnace-energy-station,22.7692,86.211,,sim-veh-factory-fire-1,sim-drv-factory-1,1.02,1.7,1.7,1,INDUSTRIAL_FIRE_RISK,SIM_SEED,True
SIM-000654,2024-09-21T07:20:08.866Z,medical,General,Urgent,COMPLETED,zone-bistupur,Jubilee Grand Marriage Hall,loc-jubilee-grand-marriage-hall,22.7982,86.1898,hosp-jubilee-care-hospital,sim-veh-bistupur-amb-5,sim-drv-bistupur-5,1.18,2.5,2.5,1,,SIM_SEED,True
SIM-001711,2026-04-16T04:35:59.117Z,medical,Trauma,Urgent,COMPLETED,zone-bistupur,Beldih Club (Banquet),loc-beldih,22.8016,86.1902,hosp-tata-steel-advanced-multi-spec,sim-veh-bistupur-amb-2,sim-drv-bistupur-2,2.51,2.9,4.1,1,,SIM_SEED,True
SIM-008173,2023-11-07T01:52:30.256Z,medical,General,Normal,COMPLETED,zone-sonari,Sonari Quarters,loc-sonari,22.7774,86.1528,hosp-iron-valley-children-s-clinic,sim-veh-sonari-amb-4,sim-drv-sonari-4,4.05,7.4,5.9,1,,SIM_SEED,True
SIM-001473,2023-05-15T08:35:45.918Z,medical,Cardiac,Normal,COMPLETED,zone-sonari,Subarnarekha Riverfront Park,loc-subarnarekha-riverfront-park,22.7806,86.1586,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-4,sim-drv-sonari-4,4.3,4.4,8.7,1,,SIM_SEED,True
SIM-001288,2023-09-09T19:51:21.250Z,medical,Trauma,Urgent,COMPLETED,zone-bistupur,Beldih Club (Banquet),loc-beldih,22.8016,86.1902,hosp-tata-steel-advanced-multi-spec,sim-veh-bistupur-amb-4,sim-drv-bistupur-4,1.35,1.2,2.6,1,MONSOON_ROAD_TRAUMA,SIM_SEED,True
SIM-006613,2023-03-24T17:44:01.908Z,medical,Maternity,Urgent,COMPLETED,zone-sakchi,Sakchi Market,loc-sakchimkt,22.8083,86.2107,hosp-tata-steel-advanced-multi-spec,sim-veh-sakchi-amb-1,sim-drv-sakchi-1,3.21,10,8.2,1,,SIM_SEED,True
SIM-001036,2026-05-07T06:55:17.310Z,medical,Cardiac,Normal,COMPLETED,zone-sonari,Telco Colony,loc-telco,22.7847,86.1301,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-2,sim-drv-sonari-2,12.54,13,20.5,1,,SIM_SEED,True
SIM-007477,2023-07-13T23:03:58.999Z,medical,Respiratory,Urgent,COMPLETED,zone-sonari,Sonari Aerodrome,loc-aerodrome,22.7867,86.1649,hosp-millennium-women-s-care-clinic,sim-veh-sonari-amb-5,sim-drv-sonari-5,4.66,10.5,6.7,1,,SIM_SEED,True
SIM-008407,2023-03-17T21:02:51.769Z,medical,Pediatric,Normal,COMPLETED,zone-sonari,Sonari Aerodrome,loc-aerodrome,22.788,86.1667,hosp-tata-steel-advanced-multi-spec,sim-veh-sonari-amb-3,sim-drv-sonari-3,3.11,9.3,5.2,1,,SIM_SEED,True
SIM-000754,2024-03-22T18:38:39.760Z,fire,,Urgent,COMPLETED,zone-bistupur,Jubilee Green Gardens,loc-jubilee-green-gardens,22.7994,86.1886,,sim-veh-bistupur-fire-5,sim-drv-bistupur-5,1.04,2.1,2.1,1,,SIM_SEED,True
SIM-005645,2024-11-27T12:22:28.243Z,medical,Cardiac,Urgent,COMPLETED,zone-kadma,Mill Workers Welfare Colony,loc-mill-workers-welfare-colony,22.7897,86.1661,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-2,sim-drv-kadma-2,1.82,6,4.5,1,,SIM_SEED,True
SIM-007348,2023-06-11T11:47:34.429Z,fire,,Urgent,COMPLETED,zone-kadma,Annapurna Community Mess,loc-annapurna-community-mess,22.7873,86.163,,sim-veh-kadma-fire-5,sim-drv-kadma-5,2.09,3.4,2.6,1,,SIM_SEED,True
